#%guid=08134ad0-cc68-4b23-38e8-703012641054
cel_files	qc-call-rate-all	qc-call-rate-nsp	qc-call-rate-sty	qc-call-rate-nsp-sty-ovlp	em-cluster-chrX-het-contrast_gender	em-cluster-chrX-het-contrast_gender_chrX_het_rate	contrast-qc	contrast-qc-rand	contrast-qc-nsp	contrast-qc-sty	contrast-qc-nsp-sty-ovlp
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A06_697120.CEL	0.98743	0.98072	0.97907	0.99384	female	0.30486	2.79443	2.79443	3.48000	3.11500	3.51500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_E11_666978.CEL	0.97287	0.96144	0.95974	0.98336	female	0.24130	1.99143	1.99143	1.87500	2.34500	2.60500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_A10_735078.CEL	0.93647	0.91902	0.90821	0.95564	female	0.24809	1.01713	1.01713	1.51000	1.52500	1.77500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_F12_667034.CEL	0.97320	0.96530	0.96296	0.98090	female	0.25165	2.22698	2.22698	1.89000	2.64000	2.60500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_G12_666868.CEL	0.97981	0.97172	0.97262	0.98644	female	0.22473	2.46253	2.46253	2.53500	2.68500	2.72000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E08_697982.CEL	0.95103	0.94087	0.92271	0.96673	female	0.24080	2.60171	2.60171	2.65000	2.63000	2.75000
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_C12_698098.CEL	0.96724	0.95630	0.94686	0.98028	female	0.23471	2.83726	2.83726	3.21000	2.97500	3.11500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_B05_698158.CEL	0.98147	0.98329	0.95813	0.98953	female	0.23644	3.75803	3.75803	3.86500	3.37000	3.85500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H04_698130.CEL	0.96559	0.95373	0.94686	0.97843	female	0.21338	2.08779	2.08779	2.72000	2.17500	2.49000
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H01_735022.CEL	0.95996	0.94730	0.94203	0.97289	female	0.24843	2.77302	2.77302	3.44500	3.57000	3.45500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_F01_698076.CEL	0.98610	0.98329	0.96940	0.99384	female	0.25259	3.83298	3.83298	4.05000	3.72500	3.98500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_D06_698108.CEL	0.98180	0.98458	0.95813	0.98953	female	0.24145	2.80514	2.80514	3.37500	2.96000	3.49500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_H05_698028.CEL	0.95069	0.94344	0.94042	0.95810	female	0.21882	1.46681	1.46681	1.41500	1.45000	1.76000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B10_731066.CEL	0.87326	0.85090	0.83092	0.90018	female	0.20896	0.55675	0.55675	0.36500	0.70000	1.31000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G08_730988.CEL	0.95698	0.94730	0.91626	0.97720	female	0.26655	2.45182	2.45182	3.18500	3.44000	3.34000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_E07_730926.CEL	0.90966	0.89717	0.84863	0.93900	female	0.28767	1.20985	1.20985	1.02500	1.25500	1.84500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_F05_730920.CEL	0.89378	0.85604	0.85346	0.92730	female	0.22262	1.28480	1.28480	1.81500	2.29500	2.26500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_H06_730950.CEL	0.96294	0.95244	0.92754	0.98152	female	0.23800	2.04497	2.04497	3.22000	3.18500	3.30000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D06_734736.CEL	0.97485	0.95501	0.97907	0.98275	female	0.25528	2.48394	2.48394	3.29000	3.40500	3.79000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_H07_731050.CEL	0.95665	0.94730	0.92271	0.97412	female	0.25344	2.82655	2.82655	4.11500	3.72500	3.83000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B07_731028.CEL	0.91066	0.91902	0.85507	0.92791	female	0.24225	1.16702	1.16702	2.47500	2.20500	2.54500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_E03_731010.CEL	0.95930	0.93188	0.94525	0.97782	female	0.22603	2.07709	2.07709	2.96500	2.84500	2.96000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G12_731086.CEL	0.96029	0.94473	0.93559	0.97720	female	0.24015	2.16274	2.16274	2.86000	2.93500	3.17000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_B01_771922.CEL	0.95996	0.94473	0.93237	0.97782	female	0.23912	2.81585	2.81585	3.60000	3.53000	3.53500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F12_771994.CEL	0.95698	0.93573	0.94847	0.97043	female	0.24735	1.86296	1.86296	1.89500	2.11000	2.21500
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F08_771892.CEL	0.92720	0.92031	0.89855	0.94147	female	0.23194	0.47109	0.47109	0.33000	0.57000	0.77500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_G05_777660.CEL	0.91893	0.89075	0.90338	0.93839	female	0.23968	1.70236	1.70236	1.69000	2.29000	2.31000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_E07_771986.CEL	0.96095	0.93830	0.95491	0.97412	female	0.23449	1.91649	1.91649	2.21000	2.68500	2.49000
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_D02_771962.CEL	0.94176	0.92159	0.91626	0.96118	female	0.25643	1.76660	1.76660	2.48000	2.59000	2.79500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_A05_799860.CEL	0.90437	0.91003	0.81965	0.93407	female	0.26920	1.60600	1.60600	1.73500	1.93000	1.86000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_A07_799952.CEL	0.95003	0.93830	0.90338	0.97351	female	0.22906	2.17345	2.17345	1.92500	1.90000	2.29000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_D11_802328.CEL	0.90569	0.87404	0.87279	0.93346	female	0.27258	1.35974	1.35974	1.84500	2.13500	2.20500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_C01_802470.CEL	0.96658	0.95244	0.95008	0.97967	female	0.24747	3.00857	3.00857	3.20500	3.33500	3.42500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_G01_799968.CEL	0.93481	0.90488	0.89855	0.96303	female	0.22016	2.73019	2.73019	2.90500	3.04000	3.08000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G07_802412.CEL	0.94408	0.91902	0.93398	0.95995	female	0.24941	1.30621	1.30621	1.46000	2.01500	1.92000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D11_628352.CEL	0.93415	0.92674	0.90499	0.94886	female	0.21113	1.73448	1.73448	2.06500	1.45000	2.32500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A04_628246.CEL	0.97816	0.96530	0.97907	0.98398	female	0.23380	2.69807	2.69807	3.40000	3.20000	3.36500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B08_628260.CEL	0.98213	0.98329	0.96618	0.98768	female	0.23351	2.49465	2.49465	3.02500	2.63000	2.92000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_A11_802346.CEL	0.96757	0.95501	0.95330	0.97905	female	0.23221	3.19058	3.19058	3.43000	3.61000	3.62000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_A04_802492.CEL	0.95003	0.94087	0.92915	0.96242	female	0.25774	2.34475	2.34475	3.37500	3.52500	3.58500
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G03_802382.CEL	0.96195	0.95373	0.92915	0.97843	female	0.21415	2.22698	2.22698	2.59000	3.09000	2.67000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G03_628326.CEL	0.97220	0.97301	0.94364	0.98275	female	0.21526	2.29122	2.29122	2.75000	2.44000	2.67500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F01_628342.CEL	0.96658	0.94859	0.95169	0.98090	female	0.21862	2.02355	2.02355	2.83000	2.64500	2.71500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D12_628362.CEL	0.99007	0.98715	0.98873	0.99199	female	0.25050	2.82655	2.82655	3.02500	2.85000	3.10000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_B07_666956.CEL	0.97419	0.97044	0.95974	0.98152	female	0.23219	2.17345	2.17345	2.41500	2.61000	2.71000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C01_628386.CEL	0.98213	0.97686	0.97262	0.98829	female	0.22433	2.19486	2.19486	3.24000	2.66500	2.90500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B09_628336.CEL	0.97485	0.96658	0.95491	0.98644	female	0.23309	2.05567	2.05567	2.64500	2.31500	2.60000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D07_628308.CEL	0.95731	0.94730	0.93720	0.96981	female	0.23371	1.77730	1.77730	2.40000	2.24500	2.35500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G04_628392.CEL	0.97617	0.96915	0.95330	0.98829	female	0.22475	2.96574	2.96574	3.17000	2.94000	3.05500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_E12_697988.CEL	0.96525	0.94344	0.95008	0.98152	female	0.22804	2.94433	2.94433	3.27500	2.92500	3.41500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F02_628360.CEL	0.96889	0.96015	0.95169	0.97967	female	0.23131	2.28051	2.28051	2.93500	2.28500	2.90500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E11_628244.CEL	0.96426	0.95116	0.93881	0.98028	female	0.22770	2.19486	2.19486	2.64000	2.28000	2.57500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C05_628400.CEL	0.97386	0.96272	0.95813	0.98521	female	0.24233	2.16274	2.16274	2.51000	2.62500	2.65000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A10_666932.CEL	0.98213	0.97815	0.96940	0.98891	female	0.24185	2.55889	2.55889	2.87500	2.63000	2.96500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C02_628316.CEL	0.97551	0.96401	0.96618	0.98460	female	0.26097	2.22698	2.22698	2.60500	2.45500	2.77000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A12_667004.CEL	0.97320	0.97429	0.96618	0.97535	female	0.23456	2.22698	2.22698	2.49500	2.40000	2.32000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E02_628380.CEL	0.98478	0.97558	0.97262	0.99384	female	0.24814	2.77302	2.77302	3.39500	3.19000	3.33000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B10_628262.CEL	0.97452	0.97044	0.95008	0.98583	female	0.24780	2.81585	2.81585	3.02000	2.51000	3.07500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D08_628230.CEL	0.94143	0.91902	0.93076	0.95625	female	0.21763	0.74946	0.74946	1.39500	1.22000	1.65000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G07_628266.CEL	0.95433	0.94473	0.92915	0.96858	female	0.23236	1.80942	1.80942	2.59000	2.17000	2.89500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F12_628358.CEL	0.95202	0.93573	0.93237	0.96734	female	0.22939	2.05567	2.05567	2.48500	1.81500	2.46000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_F05_628300.CEL	0.96658	0.95758	0.94525	0.97905	female	0.22441	1.91649	1.91649	2.63500	2.34500	2.72500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B06_628276.CEL	0.97253	0.95887	0.95169	0.98706	female	0.23214	1.80942	1.80942	2.49500	2.04500	2.49500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E09_628296.CEL	0.93845	0.92931	0.89050	0.96118	female	0.22325	2.31263	2.31263	2.48000	2.06000	2.32500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H02_628288.CEL	0.98809	0.98458	0.98551	0.99076	male	0.03205	2.43041	2.43041	2.78500	2.67500	2.65500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G08_628354.CEL	0.98875	0.98458	0.97746	0.99507	female	0.22756	3.06210	3.06210	3.52000	3.00500	3.36500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C10_628234.CEL	0.97055	0.96272	0.96296	0.97720	female	0.22367	2.19486	2.19486	2.61000	2.29000	2.61000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G05_628384.CEL	0.96559	0.95501	0.94364	0.97905	female	0.20509	2.47323	2.47323	2.74000	2.49500	2.88000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_C06_628334.CEL	0.95963	0.95501	0.92915	0.97351	female	0.21439	2.10921	2.10921	2.41000	2.39500	2.62000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_B11_628298.CEL	0.96161	0.94602	0.93881	0.97782	female	0.23788	1.90578	1.90578	2.54000	1.82500	2.80000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_H05_628338.CEL	0.98114	0.97429	0.96618	0.99014	female	0.22430	2.65525	2.65525	2.86000	2.56500	3.04500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G11_628224.CEL	0.96294	0.93830	0.95652	0.97720	female	0.20801	1.98073	1.98073	2.41500	2.37500	2.66000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F03_697102.CEL	0.97518	0.96530	0.96135	0.98521	female	0.25711	3.12634	3.12634	3.24000	2.99000	2.90000
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A11_628370.CEL	0.98015	0.97686	0.95974	0.98953	female	0.23535	2.45182	2.45182	3.43500	2.96000	3.36500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_E06_666884.CEL	0.96525	0.94859	0.95169	0.97843	female	0.25135	2.15203	2.15203	1.90500	2.18500	2.30500
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_A05_628252.CEL	0.94639	0.93702	0.91787	0.96180	female	0.21559	1.73448	1.73448	2.42500	1.83500	2.26500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C02_628518.CEL	0.95400	0.93702	0.92754	0.97227	female	0.22586	2.20557	2.20557	2.42000	2.11500	2.55000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G01_628418.CEL	0.97717	0.97943	0.95491	0.98460	female	0.22873	2.47323	2.47323	3.13000	2.81500	3.14500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D01_628578.CEL	0.97948	0.97301	0.97101	0.98583	female	0.22338	2.67666	2.67666	3.16500	3.01000	3.13000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H02_628426.CEL	0.98809	0.98586	0.98229	0.99137	female	0.25861	2.77302	2.77302	3.26000	2.61500	3.32500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A07_628480.CEL	0.98511	0.98329	0.96940	0.99199	female	0.22532	2.82655	2.82655	3.80000	3.02000	3.83000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B03_628532.CEL	0.98081	0.97943	0.95974	0.98953	female	0.23314	3.10493	3.10493	3.61500	3.25000	3.42500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_F08_666890.CEL	0.95831	0.94730	0.94203	0.96981	female	0.23371	1.89507	1.89507	1.64000	2.10000	2.28000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E07_628428.CEL	0.98279	0.97044	0.96940	0.99384	female	0.21279	2.31263	2.31263	2.95000	2.40500	3.08500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E03_628452.CEL	0.97287	0.96530	0.95813	0.98213	female	0.23450	1.37045	1.37045	2.07500	2.01500	1.98500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E06_628564.CEL	0.97849	0.97686	0.95652	0.98768	female	0.22311	2.28051	2.28051	2.71500	2.35000	3.05500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H06_628534.CEL	0.97287	0.95758	0.95974	0.98521	female	0.23171	2.34475	2.34475	3.45000	2.76000	2.88500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G11_628588.CEL	0.98379	0.98201	0.96457	0.99199	female	0.24082	3.29764	3.29764	3.95000	3.37500	3.30500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_G04_666952.CEL	0.97353	0.96787	0.95491	0.98336	female	0.23746	2.20557	2.20557	2.05500	2.64000	2.56500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G03_628460.CEL	0.98511	0.98972	0.97262	0.98768	female	0.24604	2.49465	2.49465	2.79000	2.32000	2.93000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E08_628562.CEL	0.96757	0.96144	0.93559	0.98275	female	0.22892	2.19486	2.19486	2.62000	1.93000	2.64500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G08_628514.CEL	0.96790	0.96015	0.95330	0.97720	female	0.21832	2.13062	2.13062	2.93500	2.69000	2.80000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H07_628464.CEL	0.98312	0.98329	0.96940	0.98829	female	0.23652	3.06210	3.06210	3.65500	2.89000	3.42000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A05_628560.CEL	0.98511	0.98715	0.97262	0.98891	female	0.24573	3.13704	3.13704	3.42500	3.14500	3.59500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_H06_666958.CEL	0.91231	0.88175	0.86473	0.94516	female	0.23200	0.61028	0.61028	0.61000	1.06500	1.02500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E09_628592.CEL	0.86598	0.83676	0.82287	0.89649	unknown	-1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A04_666910.CEL	0.95433	0.93702	0.94203	0.96734	female	0.24341	2.02355	2.02355	1.69500	2.17500	2.30500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A04_628540.CEL	0.98544	0.98201	0.98229	0.98829	female	0.25091	3.23340	3.23340	3.86500	2.99000	3.73000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H08_628434.CEL	0.97551	0.96658	0.96296	0.98460	female	0.23516	2.93362	2.93362	3.62500	2.92500	3.01500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_C04_667032.CEL	0.96161	0.94730	0.93559	0.97843	female	0.24322	2.31263	2.31263	2.18000	2.47000	2.49000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D06_697024.CEL	0.95599	0.95373	0.92110	0.97043	female	0.21977	2.74090	2.74090	3.19000	2.35500	3.23000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_E05_802360.CEL	0.94838	0.94602	0.91143	0.96365	female	0.24165	2.96574	2.96574	3.69000	3.69500	3.59000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_D06_787586.CEL	0.95301	0.93316	0.93237	0.97043	female	0.24009	2.60171	2.60171	2.77000	3.46500	3.25000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_E02_667000.CEL	0.97320	0.97044	0.96135	0.97905	female	0.26757	2.35546	2.35546	2.44000	2.36500	2.87500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E01_628406.CEL	0.96790	0.96144	0.96296	0.97289	female	0.23072	2.37687	2.37687	2.79500	2.17500	2.72500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_D07_667028.CEL	0.95268	0.93702	0.93237	0.96796	female	0.24419	1.49893	1.49893	1.56500	2.22500	2.28000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B12_628442.CEL	0.98180	0.97429	0.97101	0.98953	female	0.24630	2.67666	2.67666	3.40000	2.73000	3.07000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A03_667036.CEL	0.98544	0.98458	0.97424	0.99014	female	0.24453	3.08351	3.08351	3.31000	3.38500	3.51500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B10_628566.CEL	0.95963	0.95501	0.92593	0.97474	female	0.22769	2.17345	2.17345	2.71000	2.40000	2.73000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_G07_666954.CEL	0.94540	0.93959	0.91304	0.96057	female	0.24719	1.98073	1.98073	1.63500	1.62500	1.88500
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_H09_666874.CEL	0.97419	0.96401	0.97424	0.97905	female	0.24514	1.77730	1.77730	2.25500	2.07000	2.48000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F02_628404.CEL	0.94739	0.92802	0.92432	0.96550	female	0.21898	2.20557	2.20557	2.66500	2.42000	2.83000
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_F11_667008.CEL	0.96327	0.95630	0.94525	0.97351	female	0.22647	2.45182	2.45182	2.73500	2.57500	3.05500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F10_667156.CEL	0.95169	0.94344	0.94042	0.95995	female	0.22600	1.84154	1.84154	1.55000	1.70500	1.99000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B07_667218.CEL	0.98412	0.98329	0.97746	0.98706	female	0.20349	2.04497	2.04497	2.58000	2.32500	2.56500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_A08_667112.CEL	0.96956	0.96530	0.96135	0.97474	female	0.26091	1.91649	1.91649	2.51500	2.18500	2.51000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H07_667210.CEL	0.98048	0.97815	0.96779	0.98644	female	0.25255	3.19058	3.19058	3.22000	3.17500	3.75500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F01_667152.CEL	0.96525	0.95501	0.94525	0.97782	female	0.25644	2.36617	2.36617	2.05500	2.35000	2.48500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H03_667186.CEL	0.97651	0.97044	0.96779	0.98275	female	0.24797	3.13704	3.13704	2.88500	2.88500	3.37000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D10_734748.CEL	0.96029	0.94859	0.94847	0.97043	female	0.27902	1.90578	1.90578	2.75000	3.40000	3.41000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G03_731048.CEL	0.94904	0.93573	0.93076	0.96242	female	0.24968	2.31263	2.31263	3.36000	3.17500	3.60000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G07_730974.CEL	0.95797	0.95758	0.93237	0.96796	female	0.23091	2.63383	2.63383	3.38000	3.28000	3.59500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_A09_730954.CEL	0.91132	0.90360	0.83897	0.94270	female	0.22399	1.76660	1.76660	2.17000	2.31500	2.58500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B02_731052.CEL	0.90271	0.88689	0.85507	0.92853	female	0.22213	0.99572	0.99572	1.53500	1.42000	1.49500
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B05_731084.CEL	0.97022	0.96530	0.94203	0.98336	female	0.23657	2.53747	2.53747	3.10500	2.61000	2.85000
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_A05_731058.CEL	0.84447	0.83548	0.79549	0.86753	female	0.21277	0.41756	0.41756	0.65000	0.60500	0.79000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F02_697020.CEL	0.98412	0.96787	0.98068	0.99322	female	0.25866	2.47323	2.47323	2.73000	2.67500	3.06000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A12_734734.CEL	0.96161	0.94344	0.94364	0.97720	female	0.24299	1.86296	1.86296	3.01000	2.90000	2.77500
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A01_628508.CEL	0.98048	0.98201	0.95974	0.98768	female	0.25663	2.92291	2.92291	3.15000	2.70500	3.24000
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B05_628466.CEL	0.98114	0.96658	0.97424	0.99076	female	0.29856	2.81585	2.81585	2.50000	2.49500	2.89500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_G01_667200.CEL	0.98147	0.97301	0.98068	0.98583	female	0.17185	2.65525	2.65525	2.52500	2.73500	2.95000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_H04_667078.CEL	0.98544	0.97301	0.98229	0.99261	female	0.24164	3.72591	3.72591	2.93500	3.00000	3.81500
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_G10_735150.CEL	0.95235	0.93573	0.92754	0.96981	female	0.24706	2.32334	2.32334	2.43500	3.12000	3.20500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_D06_667126.CEL	0.97022	0.97044	0.95652	0.97535	female	0.23637	2.17345	2.17345	1.23000	2.49500	2.18500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B04_667212.CEL	0.96029	0.95244	0.94364	0.97043	female	0.25291	1.63812	1.63812	1.76500	1.95500	2.00000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_C03_667120.CEL	0.96856	0.95501	0.96457	0.97659	female	0.24657	1.93790	1.93790	1.53500	2.15000	2.27500
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_A07_667148.CEL	0.96492	0.95887	0.95330	0.97227	female	0.24876	1.42398	1.42398	1.45500	2.02000	1.93000
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F11_667108.CEL	0.97287	0.96787	0.96779	0.97720	female	0.23814	2.14133	2.14133	2.26500	2.38000	2.61000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F08_697198.CEL	0.97584	0.96787	0.96779	0.98275	female	0.30380	2.49465	2.49465	2.27500	2.57500	2.69500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H05_697182.CEL	0.97882	0.97172	0.97101	0.98521	female	0.17551	2.80514	2.80514	3.25000	2.00000	2.56500
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H06_697098.CEL	0.97055	0.97686	0.94042	0.97905	female	0.23422	2.56959	2.56959	3.33000	2.65500	3.12000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A11_697156.CEL	0.98312	0.97686	0.97585	0.98891	female	0.24749	3.25482	3.25482	4.01500	3.70500	3.66500
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_A03_698128.CEL	0.91860	0.89203	0.91304	0.93346	female	0.21328	1.54176	1.54176	1.95000	1.52000	1.95000
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A03_697148.CEL	0.98445	0.98072	0.97424	0.99014	female	0.23858	3.74732	3.74732	3.96000	3.83500	4.08000
