SNP	Gene	TotalDuration	KEG_Duration	NB_Duration	Psi_Duration	LRT_Eta	P_Eta	LRT_Gamma	P_Gamma	Lik	LikEta	LikGamma	Kappa	Eta	Gamma	Phi	Psi	Fail_Full	Fail_Full_eta	Fail_full_gamma	Fail_Eta	Fail_Gamma	Coeff_0	Coeff_1	Coeff_2	Coeff_3	Coeff_4	Coeff_5	Coeff_6	Coeff_7	Coeff_8	Coeff_9	Coeff_10	Coeff_11	Coeff_12	Coeff_13	Coeff_14	Coeff_15	Coeff_16	Coeff_17	Coeff_18	Coeff_19	Coeff_20	Coeff_21	Coeff_22	Coeff_23	Coeff_24	Coeff_25	Coeff_26	Coeff_27	Coeff_28	Coeff_29	Coeff_30	Coeff_31	Coeff_32	Coeff_33	Coeff_34	Coeff_35	Coeff_36	CisTrans_Score	CisTrans_Pval	CisTrans_Fail
252	26	3.41e+00	4.04e-01	2.69e+00	3.11e-01	2.538678e+00	1.1109e-01	2.756971e+00	9.6831e-02	-5.0050e+03	-5.0062e+03	-5.0063e+03	7.4034e-01	7.2107e-01	1.2968e+00	1.7609e-01	8.1307e-02	2	2	2	0	0	1.0450e+00	2.4959e-01	-3.2894e-02	-7.3515e-02	-3.7704e-01	-9.4806e-02	-1.5282e-01	-1.7912e-01	-1.2346e-01	-1.4666e-01	-1.7834e-02	-2.4938e-01	3.6052e-01	-4.7900e-02	6.7676e-02	-4.7655e-02	9.5105e-01	-8.2158e-03	2.1405e-01	1.6458e-01	2.0135e-01	5.2009e-01	1.8284e-01	6.3145e-03	8.4690e-02	2.1990e-01	5.1249e-02	4.0345e-01	1.1911e-01	-2.5532e-03	2.7994e-01	1.8223e+00	1.4696e+00	8.7714e-02	-1.3734e+00	-4.6437e-01	-1.3262e-01	6.8221e-01	7.1099e-01	0
253	26	2.09e+00	2.62e-01	1.65e+00	1.81e-01	2.618977e-02	8.7144e-01	8.758846e-02	7.6727e-01	-5.0064e+03	-5.0064e+03	-5.0065e+03	9.3696e-01	9.6943e-01	1.0457e+00	1.7683e-01	8.2318e-02	0	0	0	0	0	1.0291e+00	2.4978e-01	-3.0259e-02	-7.3763e-02	-3.7988e-01	-9.2622e-02	-1.5031e-01	-1.7692e-01	-1.2278e-01	-1.4593e-01	-1.9735e-02	-2.5288e-01	3.6061e-01	-4.6159e-02	6.6616e-02	-4.3103e-02	9.5453e-01	-7.0474e-03	2.1842e-01	1.6690e-01	2.0482e-01	5.2209e-01	1.8682e-01	3.6561e-03	8.5912e-02	2.2127e-01	5.6077e-02	4.1072e-01	1.2027e-01	-2.5807e-03	3.0665e-01	1.8011e+00	1.5097e+00	5.4568e-02	-1.3960e+00	-4.3626e-01	-1.3180e-01	6.7368e+00	3.4445e-02	1
254	26	3.07e+00	4.02e-01	2.42e+00	2.45e-01	1.762002e+00	1.8437e-01	2.036657e+00	1.5355e-01	-5.0054e+03	-5.0063e+03	-5.0064e+03	7.6232e-01	7.6169e-01	1.2584e+00	1.7636e-01	8.1722e-02	2	2	2	0	0	1.0415e+00	2.5772e-01	-2.1131e-02	-6.8855e-02	-3.6902e-01	-8.2668e-02	-1.4075e-01	-1.6685e-01	-1.1197e-01	-1.3635e-01	-1.1712e-02	-2.3988e-01	3.7261e-01	-4.5629e-02	6.4275e-02	-4.5980e-02	9.5450e-01	-4.8680e-03	2.1295e-01	1.6623e-01	2.0002e-01	5.1807e-01	1.8095e-01	5.3033e-03	8.4967e-02	2.1697e-01	5.0265e-02	4.0387e-01	1.1762e-01	-2.5382e-03	3.0492e-01	1.8063e+00	1.4896e+00	7.0047e-02	-1.3925e+00	-4.4443e-01	-1.2436e-01	4.1597e-01	8.1222e-01	0
255	26	2.52e+00	2.01e-01	2.06e+00	2.31e-01	2.283678e-01	6.3274e-01	7.888802e-01	3.7444e-01	-5.0061e+03	-5.0062e+03	-5.0065e+03	1.2224e+00	1.0906e+00	8.4630e-01	1.7642e-01	8.3154e-02	2	2	2	0	2	1.0180e+00	2.4444e-01	-2.8448e-02	-7.8407e-02	-3.8669e-01	-9.8065e-02	-1.5792e-01	-1.7955e-01	-1.3007e-01	-1.4832e-01	-2.4736e-02	-2.5794e-01	3.6001e-01	-4.2476e-02	6.2399e-02	-3.8642e-02	9.5928e-01	-6.0137e-03	2.1961e-01	1.7085e-01	2.0802e-01	5.3184e-01	1.8828e-01	2.4321e-03	7.6043e-02	2.2519e-01	6.2934e-02	4.1660e-01	1.2130e-01	-2.5711e-03	3.2439e-01	1.7880e+00	1.4873e+00	4.0480e-02	-1.4065e+00	-4.0518e-01	-1.3333e-01	1.0405e-01	9.4931e-01	0
256	26	2.36e+00	1.91e-01	1.85e+00	2.78e-01	4.186459e-02	8.3788e-01	5.006036e-01	4.7924e-01	-5.0062e+03	-5.0062e+03	-5.0064e+03	1.1482e+00	1.0361e+00	8.6142e-01	1.7651e-01	8.3068e-02	2	2	2	0	2	1.0233e+00	2.5436e-01	-1.9480e-02	-6.9838e-02	-3.7563e-01	-8.9126e-02	-1.4347e-01	-1.7296e-01	-1.2257e-01	-1.3943e-01	-1.2685e-02	-2.4859e-01	3.6907e-01	-3.9721e-02	6.9179e-02	-4.1358e-02	9.5889e-01	-4.9123e-03	2.2152e-01	1.7191e-01	2.0956e-01	5.1996e-01	1.8960e-01	1.4059e-03	8.3176e-02	2.2169e-01	6.0319e-02	4.1397e-01	1.2232e-01	-2.6499e-03	3.0286e-01	1.8027e+00	1.4933e+00	4.1423e-02	-1.4010e+00	-4.2097e-01	-1.2701e-01	1.2216e+00	5.4292e-01	0
257	26	3.74e+00	2.34e-01	3.25e+00	2.27e-01	9.238871e-01	3.3646e-01	1.324751e-01	7.1588e-01	-5.0059e+03	-5.0063e+03	-5.0059e+03	7.4642e-01	7.8904e-01	1.0502e+00	1.7591e-01	8.4500e-02	2	2	2	0	2	1.0523e+00	2.6666e-01	-1.7719e-02	-5.4570e-02	-3.7039e-01	-7.4413e-02	-1.3519e-01	-1.5890e-01	-1.0652e-01	-1.3991e-01	-2.0674e-03	-2.4594e-01	3.6990e-01	-4.3638e-02	7.7030e-02	-3.5365e-02	9.6304e-01	1.2977e-03	2.2874e-01	1.7165e-01	2.1373e-01	5.2091e-01	1.9229e-01	2.4343e-02	9.9285e-02	2.3413e-01	6.4460e-02	4.1421e-01	1.2650e-01	-2.5878e-03	3.2143e-01	1.7855e+00	1.5411e+00	4.2994e-02	-1.4197e+00	-4.4485e-01	-1.2545e-01	3.4929e+00	1.7440e-01	1
258	26	2.09e+00	1.70e-01	1.67e+00	2.23e-01	2.574616e-02	8.7252e-01	2.390916e-01	6.2486e-01	-5.0063e+03	-5.0063e+03	-5.0064e+03	8.6367e-01	9.7228e-01	1.1049e+00	1.7660e-01	8.3024e-02	2	2	2	0	2	1.0300e+00	2.5141e-01	-2.9552e-02	-7.0603e-02	-3.7813e-01	-9.2950e-02	-1.4788e-01	-1.7771e-01	-1.2053e-01	-1.4335e-01	-1.6719e-02	-2.4749e-01	3.6141e-01	-4.3749e-02	6.8072e-02	-3.9871e-02	9.5544e-01	-6.5258e-03	2.2012e-01	1.7258e-01	2.0440e-01	5.2242e-01	1.8787e-01	2.8225e-03	8.1797e-02	2.2140e-01	5.6192e-02	4.0969e-01	1.1998e-01	-2.5956e-03	3.0493e-01	1.7998e+00	1.4914e+00	5.7147e-02	-1.3952e+00	-4.3149e-01	-1.2586e-01	9.9772e-01	6.0722e-01	0
259	26	2.83e+00	1.86e-01	2.39e+00	2.22e-01	3.300536e-01	5.6563e-01	4.818913e-01	4.8757e-01	-5.0062e+03	-5.0064e+03	-5.0064e+03	1.2177e+00	1.1256e+00	8.7906e-01	1.7643e-01	8.3326e-02	2	2	2	0	2	1.0151e+00	2.3973e-01	-3.5370e-02	-8.2998e-02	-3.8934e-01	-1.0631e-01	-1.6227e-01	-1.8759e-01	-1.3610e-01	-1.5360e-01	-2.9481e-02	-2.6172e-01	3.5878e-01	-4.4091e-02	6.4679e-02	-4.2934e-02	9.5542e-01	-5.2892e-03	2.1865e-01	1.6749e-01	2.0777e-01	5.2630e-01	1.8799e-01	-4.5671e-03	8.1921e-02	2.2404e-01	5.8321e-02	4.1419e-01	1.2181e-01	-2.6177e-03	3.0134e-01	1.8060e+00	1.4960e+00	5.5862e-02	-1.4044e+00	-4.1913e-01	-1.3913e-01	3.2687e+00	1.9508e-01	1
260	26	3.14e+00	2.02e-01	2.65e+00	2.53e-01	1.950140e-01	6.5878e-01	1.041983e+00	3.0736e-01	-5.0049e+03	-5.0050e+03	-5.0054e+03	9.7849e-01	8.1921e-01	8.0799e-01	1.7556e-01	8.3491e-02	2	2	2	0	2	1.0497e+00	2.6957e-01	-8.0921e-03	-5.6329e-02	-3.5436e-01	-6.3901e-02	-1.4127e-01	-1.4895e-01	-1.1291e-01	-1.3466e-01	-4.7727e-03	-2.4064e-01	3.3834e-01	-5.7234e-02	6.8160e-02	-4.8304e-02	9.5849e-01	-2.3049e-02	2.1544e-01	1.7407e-01	2.0510e-01	5.1639e-01	1.8098e-01	9.9863e-03	9.2188e-02	2.1999e-01	5.2367e-02	4.1189e-01	1.1518e-01	-2.5452e-03	3.1917e-01	1.8330e+00	1.5427e+00	2.2109e-02	-1.3727e+00	-4.8834e-01	-1.0676e-01	8.3280e-01	6.5942e-01	0
261	26	2.14e+00	1.59e-01	1.72e+00	2.31e-01	8.255717e-02	7.7386e-01	2.987203e-01	5.8469e-01	-5.0063e+03	-5.0064e+03	-5.0065e+03	8.3989e-01	9.5000e-01	1.1143e+00	1.7660e-01	8.3007e-02	2	2	2	0	2	1.0323e+00	2.5187e-01	-2.7647e-02	-6.7260e-02	-3.7808e-01	-9.0838e-02	-1.4580e-01	-1.7628e-01	-1.1954e-01	-1.4550e-01	-1.6956e-02	-2.4921e-01	3.6782e-01	-4.2842e-02	6.9259e-02	-3.9432e-02	9.5896e-01	-2.8751e-03	2.2184e-01	1.6946e-01	2.0571e-01	5.2639e-01	1.9139e-01	5.0455e-03	8.5226e-02	2.2328e-01	5.7151e-02	4.0979e-01	1.2550e-01	-2.5972e-03	2.9973e-01	1.7906e+00	1.5183e+00	5.4435e-02	-1.3910e+00	-4.1884e-01	-1.3018e-01	1.9135e-01	9.0876e-01	0
262	26	2.87e+00	2.02e-01	2.40e+00	2.26e-01	3.078452e-01	5.7901e-01	1.255251e+00	2.6255e-01	-5.0058e+03	-5.0060e+03	-5.0064e+03	6.7204e-01	9.0254e-01	1.3315e+00	1.7621e-01	8.3313e-02	2	2	2	0	2	1.0382e+00	2.6205e-01	-2.0761e-02	-6.3674e-02	-3.6694e-01	-8.5795e-02	-1.4454e-01	-1.6393e-01	-1.1214e-01	-1.3451e-01	-7.6782e-03	-2.4057e-01	3.6709e-01	-4.7174e-02	6.6344e-02	-4.0626e-02	9.5591e-01	-9.6612e-03	2.2176e-01	1.6373e-01	2.1093e-01	5.1772e-01	1.8105e-01	3.3250e-03	7.8498e-02	2.2279e-01	5.1854e-02	4.1158e-01	1.2359e-01	-2.6326e-03	3.1707e-01	1.8213e+00	1.5241e+00	2.5098e-02	-1.3821e+00	-4.3865e-01	-1.2447e-01	2.0552e+00	3.5787e-01	1
263	26	2.13e+00	1.33e-01	1.53e+00	4.32e-01	1.906238e-04	9.8898e-01	3.807018e-02	8.4530e-01	-5.0064e+03	-5.0064e+03	-5.0064e+03	9.2372e-01	9.9747e-01	1.0504e+00	1.7666e-01	8.3027e-02	2	2	2	0	2	1.0277e+00	2.4874e-01	-3.0354e-02	-7.4703e-02	-3.8259e-01	-9.4511e-02	-1.5080e-01	-1.7858e-01	-1.2363e-01	-1.4453e-01	-1.9324e-02	-2.5151e-01	3.6042e-01	-4.4472e-02	6.6085e-02	-4.2273e-02	9.5489e-01	-7.1369e-03	2.1801e-01	1.6835e-01	2.0643e-01	5.2164e-01	1.8600e-01	1.6494e-03	8.1712e-02	2.2037e-01	5.4513e-02	4.1061e-01	1.1883e-01	-2.5938e-03	3.0132e-01	1.8067e+00	1.5028e+00	4.8006e-02	-1.4000e+00	-4.3449e-01	-1.3031e-01	2.9072e-01	8.6471e-01	0
264	26	3.06e+00	2.38e-01	2.57e+00	2.23e-01	1.179044e+00	2.7755e-01	7.500182e-01	3.8647e-01	-5.0059e+03	-5.0064e+03	-5.0062e+03	6.4828e-01	7.8237e-01	1.2052e+00	1.7635e-01	8.2760e-02	2	2	2	0	2	1.0529e+00	2.7298e-01	-1.0922e-02	-5.0810e-02	-3.5683e-01	-7.1070e-02	-1.3099e-01	-1.5312e-01	-9.9437e-02	-1.2292e-01	5.4161e-03	-2.2878e-01	3.8280e-01	-4.5725e-02	7.1615e-02	-3.9672e-02	9.6041e-01	-6.5545e-03	2.2280e-01	1.6933e-01	2.0814e-01	5.2290e-01	1.8331e-01	1.0965e-02	9.0537e-02	2.1922e-01	5.9413e-02	4.0784e-01	1.1900e-01	-2.5511e-03	3.1965e-01	1.7884e+00	1.4968e+00	6.5589e-02	-1.3921e+00	-4.5168e-01	-1.0996e-01	1.3253e+00	5.1548e-01	0
265	26	3.39e+00	2.49e-01	2.87e+00	2.37e-01	5.118763e-01	4.7433e-01	3.016720e+00	8.2410e-02	-5.0048e+03	-5.0051e+03	-5.0063e+03	5.5796e-01	8.8065e-01	1.5741e+00	1.7606e-01	8.1547e-02	2	2	2	0	2	1.0396e+00	2.6731e-01	-4.6662e-03	-5.0075e-02	-3.5532e-01	-7.7613e-02	-1.2243e-01	-1.6145e-01	-1.0493e-01	-1.1552e-01	-3.2432e-03	-2.2544e-01	3.7098e-01	-4.5128e-02	6.9775e-02	-3.6219e-02	9.5616e-01	-8.7675e-03	2.1728e-01	1.7598e-01	2.0403e-01	5.1505e-01	1.8463e-01	1.0400e-02	8.8379e-02	2.1293e-01	5.7714e-02	4.1023e-01	1.1350e-01	-2.6261e-03	3.4680e-01	1.8180e+00	1.4688e+00	7.2927e-02	-1.3852e+00	-4.3426e-01	-1.1481e-01	2.3407e-01	8.8955e-01	0
266	26	5.90e+00	3.40e-01	5.13e+00	3.95e-01	5.190966e+00	2.2705e-02	2.270193e+00	1.3188e-01	-5.0038e+03	-5.0064e+03	-5.0049e+03	4.0696e-01	5.7892e-01	1.4572e+00	1.7520e-01	8.2844e-02	2	2	2	0	2	1.0840e+00	3.0357e-01	3.1755e-02	-3.9220e-03	-3.1602e-01	-2.7821e-02	-9.5273e-02	-1.1417e-01	-6.0526e-02	-9.2916e-02	5.3632e-02	-1.8976e-01	4.2074e-01	-3.6091e-02	8.2273e-02	-2.1638e-02	9.6973e-01	-4.0109e-03	2.4244e-01	1.6835e-01	2.0951e-01	5.3347e-01	1.9200e-01	2.9366e-02	1.1127e-01	2.3195e-01	6.6563e-02	4.0237e-01	1.1152e-01	-2.7547e-03	2.8682e-01	1.7817e+00	1.5478e+00	1.2028e-01	-1.4098e+00	-5.1547e-01	-5.6185e-02	2.7930e+00	2.4747e-01	1
267	26	3.45e+00	2.06e-01	2.94e+00	2.63e-01	3.194878e-01	5.7192e-01	4.893240e-01	4.8423e-01	-5.0062e+03	-5.0064e+03	-5.0064e+03	7.7294e-01	8.9413e-01	1.1457e+00	1.7629e-01	8.3938e-02	2	2	2	0	2	1.0391e+00	2.5555e-01	-2.7993e-02	-6.7895e-02	-3.7343e-01	-8.9366e-02	-1.4681e-01	-1.7195e-01	-1.1610e-01	-1.3787e-01	-8.6719e-03	-2.4434e-01	3.6189e-01	-4.5798e-02	6.9676e-02	-3.9280e-02	9.5702e-01	-7.7978e-03	2.2246e-01	1.6707e-01	2.1110e-01	5.2237e-01	1.8596e-01	1.0646e-02	8.2782e-02	2.1968e-01	5.4210e-02	4.1268e-01	1.1748e-01	-2.5809e-03	3.0567e-01	1.8059e+00	1.5066e+00	5.5549e-02	-1.4025e+00	-4.5531e-01	-1.2576e-01	6.1626e+00	4.5900e-02	1
268	26	2.36e+00	1.86e-01	1.99e+00	1.64e-01	1.798585e-01	6.7149e-01	1.786135e-01	6.7257e-01	-5.0056e+03	-5.0057e+03	-5.0057e+03	9.6560e-01	9.2232e-01	9.3965e-01	1.7621e-01	8.2722e-02	0	0	0	0	0	1.0298e+00	2.5386e-01	-2.8544e-02	-6.9318e-02	-3.7802e-01	-9.3408e-02	-1.5063e-01	-1.8172e-01	-1.2036e-01	-1.3677e-01	-1.8326e-02	-2.4525e-01	3.4499e-01	-4.3265e-02	6.6844e-02	-3.4874e-02	9.4332e-01	1.9536e-03	2.2018e-01	1.7233e-01	2.0770e-01	5.3228e-01	1.8612e-01	1.6105e-02	8.1274e-02	2.2072e-01	5.6235e-02	4.0930e-01	1.1155e-01	-2.5592e-03	2.9607e-01	1.7648e+00	1.5077e+00	3.5068e-02	-1.3466e+00	-4.8180e-01	-1.2465e-01	4.4909e-01	7.9888e-01	0
269	26	7.73e+00	3.14e-01	7.14e+00	2.42e-01	4.393889e+00	3.6068e-02	3.755795e-01	5.3998e-01	-5.0017e+03	-5.0039e+03	-5.0019e+03	5.3833e-01	5.5128e-01	1.0107e+00	1.7229e-01	8.6898e-02	2	2	2	0	2	1.0951e+00	2.6605e-01	1.2693e-02	-3.2164e-02	-3.2036e-01	-6.4033e-02	-1.0114e-01	-1.3393e-01	-9.6406e-02	-1.2253e-01	8.4744e-03	-2.3432e-01	3.6685e-01	-5.2212e-02	6.0276e-02	-4.7429e-02	9.0064e-01	-3.2222e-02	2.1611e-01	1.7860e-01	1.9690e-01	5.0502e-01	1.8691e-01	3.9587e-02	1.1772e-01	2.1767e-01	6.9958e-02	3.7173e-01	8.6764e-02	-2.4543e-03	2.5736e-01	1.7980e+00	1.4276e+00	2.4307e-02	-1.2955e+00	-5.5163e-01	-1.1215e-01	7.4923e+00	2.3608e-02	1
270	26	1.88e+00	1.14e-01	1.62e+00	1.32e-01	5.564117e-01	4.5571e-01	5.551020e-03	9.4061e-01	-5.0059e+03	-5.0062e+03	-5.0059e+03	9.3685e-01	8.4584e-01	1.0123e+00	1.7645e-01	8.2045e-02	0	0	0	0	0	1.0311e+00	2.4906e-01	-2.9811e-02	-7.6986e-02	-3.7768e-01	-9.1368e-02	-1.4710e-01	-1.7657e-01	-1.2407e-01	-1.3627e-01	-1.5756e-02	-2.4288e-01	3.6890e-01	-4.5619e-02	6.8403e-02	-4.8142e-02	9.4701e-01	-1.2424e-02	2.1732e-01	1.5958e-01	2.0151e-01	5.0952e-01	1.7846e-01	-7.5832e-03	7.9729e-02	2.0661e-01	5.0025e-02	4.0244e-01	1.0904e-01	-2.5429e-03	3.3385e-01	1.7975e+00	1.4808e+00	8.5931e-02	-1.4095e+00	-4.8195e-01	-1.3036e-01	6.6146e-01	7.1840e-01	0
271	26	2.29e+00	1.54e-01	1.74e+00	3.60e-01	4.365792e-02	8.3449e-01	1.214606e-02	9.1224e-01	-5.0064e+03	-5.0065e+03	-5.0064e+03	9.1974e-01	9.5327e-01	1.0095e+00	1.7663e-01	8.3176e-02	2	2	2	0	2	1.0324e+00	2.5452e-01	-2.5654e-02	-6.8988e-02	-3.7480e-01	-8.9808e-02	-1.4668e-01	-1.7289e-01	-1.1901e-01	-1.4146e-01	-1.4449e-02	-2.4732e-01	3.6318e-01	-4.4919e-02	6.8314e-02	-4.2471e-02	9.5621e-01	-6.0272e-03	2.1984e-01	1.6818e-01	2.0686e-01	5.2376e-01	1.8615e-01	5.5170e-03	8.5728e-02	2.2282e-01	5.6290e-02	4.1011e-01	1.2069e-01	-2.5894e-03	3.0298e-01	1.7992e+00	1.4933e+00	5.3900e-02	-1.3958e+00	-4.3771e-01	-1.2754e-01	7.5579e-02	9.6292e-01	0
272	26	2.73e+00	1.95e-01	2.27e+00	2.36e-01	9.304957e-02	7.6034e-01	1.098365e+00	2.9463e-01	-5.0058e+03	-5.0058e+03	-5.0063e+03	7.0413e-01	9.4818e-01	1.3245e+00	1.7620e-01	8.3653e-02	2	2	2	0	2	1.0341e+00	2.5199e-01	-2.3041e-02	-7.6954e-02	-3.7965e-01	-9.6006e-02	-1.4606e-01	-1.7675e-01	-1.2406e-01	-1.4747e-01	-2.0395e-02	-2.4941e-01	3.5886e-01	-4.3630e-02	6.8410e-02	-4.6795e-02	9.5074e-01	-8.8213e-03	2.1887e-01	1.7363e-01	2.0429e-01	5.2587e-01	1.8142e-01	-1.0062e-03	7.8663e-02	2.1846e-01	5.8851e-02	4.0357e-01	1.1597e-01	-2.6232e-03	2.9642e-01	1.8208e+00	1.4959e+00	5.5198e-02	-1.3782e+00	-4.6187e-01	-1.3574e-01	4.8995e-01	7.8272e-01	0
273	26	3.66e+00	2.44e-01	3.13e+00	2.56e-01	6.378058e-01	4.2451e-01	4.561536e+00	3.2698e-02	-5.0039e+03	-5.0043e+03	-5.0062e+03	4.9405e-01	8.6361e-01	1.7601e+00	1.7483e-01	8.3911e-02	2	2	2	0	2	1.0398e+00	2.6474e-01	-2.1308e-04	-5.8452e-02	-3.6559e-01	-6.0871e-02	-1.3840e-01	-1.4963e-01	-1.0223e-01	-1.3275e-01	3.6448e-03	-2.4037e-01	3.7640e-01	-3.9827e-02	6.8986e-02	-3.2665e-02	9.6177e-01	-1.0081e-02	2.2946e-01	1.6935e-01	2.0627e-01	5.2435e-01	2.0272e-01	1.5227e-02	9.9090e-02	2.2459e-01	7.0930e-02	4.1270e-01	1.2044e-01	-2.4105e-03	3.2145e-01	1.8276e+00	1.5223e+00	4.4541e-02	-1.3936e+00	-4.7190e-01	-1.2433e-01	2.2419e+00	3.2597e-01	0
274	26	3.36e+00	2.14e-01	2.86e+00	2.51e-01	1.663796e-01	6.8335e-01	2.609963e-01	6.0944e-01	-5.0058e+03	-5.0059e+03	-5.0059e+03	9.4582e-01	8.6669e-01	8.9368e-01	1.7554e-01	8.5774e-02	2	2	2	0	2	1.0448e+00	2.5354e-01	-3.5493e-02	-6.9081e-02	-3.7242e-01	-9.2995e-02	-1.4626e-01	-1.7551e-01	-1.1863e-01	-1.4069e-01	-9.8709e-03	-2.4832e-01	3.4717e-01	-4.5592e-02	6.6821e-02	-4.8610e-02	9.5149e-01	-7.5681e-03	2.1976e-01	1.6520e-01	2.0022e-01	5.1613e-01	1.8490e-01	7.1497e-03	8.9917e-02	2.2376e-01	5.5623e-02	4.0804e-01	1.0973e-01	-2.7139e-03	3.2324e-01	1.7702e+00	1.4569e+00	7.4970e-02	-1.4103e+00	-4.5984e-01	-1.4030e-01	5.9716e+00	5.0498e-02	1
275	26	2.46e+00	1.87e-01	2.00e+00	2.39e-01	2.118932e-01	6.4529e-01	2.121578e-01	6.4508e-01	-5.0063e+03	-5.0064e+03	-5.0064e+03	8.1122e-01	9.1027e-01	1.1041e+00	1.7657e-01	8.3176e-02	2	2	2	0	2	1.0370e+00	2.5630e-01	-2.4638e-02	-6.8383e-02	-3.7664e-01	-8.7737e-02	-1.4431e-01	-1.6971e-01	-1.1513e-01	-1.4232e-01	-1.2338e-02	-2.4741e-01	3.6567e-01	-4.3241e-02	6.8087e-02	-4.1121e-02	9.5780e-01	-5.1628e-03	2.2101e-01	1.6804e-01	2.0746e-01	5.2232e-01	1.8639e-01	7.0215e-03	8.6368e-02	2.2188e-01	5.7928e-02	4.0972e-01	1.2267e-01	-2.5478e-03	3.1125e-01	1.7893e+00	1.5271e+00	4.1510e-02	-1.4023e+00	-4.4319e-01	-1.2728e-01	1.0703e-01	9.4789e-01	0
276	26	2.68e+00	1.76e-01	2.25e+00	2.26e-01	6.154139e-02	8.0408e-01	2.845423e-01	5.9374e-01	-5.0060e+03	-5.0061e+03	-5.0062e+03	9.7047e-01	1.1158e+00	1.1180e+00	1.7606e-01	8.4344e-02	2	2	2	0	2	1.0154e+00	2.4424e-01	-3.9941e-02	-7.5163e-02	-3.8665e-01	-1.0064e-01	-1.5774e-01	-1.8420e-01	-1.3192e-01	-1.5804e-01	-2.9370e-02	-2.6796e-01	3.4764e-01	-4.5709e-02	6.4516e-02	-4.3807e-02	9.5166e-01	-3.4857e-03	2.1831e-01	1.6669e-01	2.1031e-01	5.2295e-01	1.9248e-01	5.0213e-03	8.7292e-02	2.3328e-01	6.4476e-02	4.1697e-01	1.2065e-01	-2.6809e-03	3.2100e-01	1.7989e+00	1.5014e+00	3.6595e-02	-1.3737e+00	-4.5711e-01	-1.3659e-01	6.5162e+00	3.8461e-02	1
277	26	2.16e+00	2.33e-01	1.75e+00	1.69e-01	5.947619e-01	4.4058e-01	2.215224e-04	9.8813e-01	-5.0058e+03	-5.0061e+03	-5.0058e+03	9.0888e-01	8.7384e-01	1.0018e+00	1.7642e-01	8.2399e-02	0	0	0	0	0	1.0355e+00	2.5555e-01	-3.1377e-02	-6.8537e-02	-3.7952e-01	-8.2779e-02	-1.4492e-01	-1.7145e-01	-1.1568e-01	-1.3876e-01	-9.9971e-03	-2.4107e-01	3.7011e-01	-4.8155e-02	6.6894e-02	-4.3834e-02	9.5129e-01	-1.6285e-02	2.1870e-01	1.5902e-01	2.0210e-01	5.2744e-01	1.8358e-01	4.4542e-03	8.8052e-02	2.1374e-01	5.5144e-02	4.1068e-01	1.2215e-01	-2.6681e-03	3.0834e-01	1.8073e+00	1.5112e+00	6.8956e-02	-1.4218e+00	-4.7206e-01	-1.2379e-01	2.3047e-02	9.8854e-01	0
278	26	1.84e+00	1.46e-01	1.44e+00	2.27e-01	3.401962e-03	9.5349e-01	8.298112e-03	9.2742e-01	-5.0064e+03	-5.0064e+03	-5.0064e+03	9.8162e-01	1.0315e+00	1.0185e+00	1.7669e-01	8.3011e-02	2	2	2	0	2	1.0241e+00	2.4658e-01	-3.3129e-02	-7.6630e-02	-3.8419e-01	-9.6320e-02	-1.5524e-01	-1.8101e-01	-1.2726e-01	-1.4886e-01	-2.1618e-02	-2.5647e-01	3.5735e-01	-4.4570e-02	6.6557e-02	-4.1883e-02	9.5496e-01	-8.5139e-03	2.1919e-01	1.6755e-01	2.0628e-01	5.2415e-01	1.8738e-01	2.7507e-03	8.2564e-02	2.2316e-01	5.9389e-02	4.1187e-01	1.2262e-01	-2.6017e-03	3.0079e-01	1.8053e+00	1.5021e+00	4.7783e-02	-1.3964e+00	-4.3014e-01	-1.3583e-01	2.1063e+00	3.4884e-01	1
279	26	1.63e+00	1.67e-01	1.24e+00	2.18e-01	3.811736e-02	8.4521e-01	2.331488e-03	9.6149e-01	-5.0064e+03	-5.0064e+03	-5.0064e+03	9.8726e-01	1.0370e+00	9.9339e-01	1.7669e-01	8.2953e-02	0	0	0	0	0	1.0254e+00	2.4910e-01	-2.9964e-02	-7.3615e-02	-3.8129e-01	-9.4785e-02	-1.5117e-01	-1.7856e-01	-1.2438e-01	-1.4627e-01	-1.9930e-02	-2.5210e-01	3.5995e-01	-4.4066e-02	6.8127e-02	-4.0462e-02	9.5592e-01	-4.0919e-03	2.2058e-01	1.6913e-01	2.0638e-01	5.2489e-01	1.8717e-01	3.5488e-03	8.2958e-02	2.2203e-01	5.9049e-02	4.1296e-01	1.2122e-01	-2.5819e-03	3.0697e-01	1.8015e+00	1.5084e+00	4.8508e-02	-1.3949e+00	-4.3048e-01	-1.3113e-01	7.3369e-01	6.9292e-01	0
